file:///D:/documents/Programming/maui/maui-gui/videos/velocityType1.AVI,frame number,time(seconds),xLocation,peak positive(pixels),mean positive(pixels),mean negative(pixels),peak negative(pixels),peak all(pixels), mean all(pixels),peak positive(cm/s),mean positive(cm/s),mean negative(cm/s),peak negative(cm/s),peak all(cm/s),mean all(cm/s)
,186,5.28571,588,27,17,0,0,27,17,14.3617,9.04255,0,0,14.3617,9.04255
,186,5.28571,589,27,18,0,0,27,18,14.3617,9.57447,0,0,14.3617,9.57447
,186,5.28571,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,187,5.31429,587,25,16,0,0,25,16,13.2979,8.51064,0,0,13.2979,8.51064
,187,5.31429,588,25,15,0,0,25,15,13.2979,7.97872,0,0,13.2979,7.97872
,187,5.31429,589,26,16,0,0,26,16,13.8298,8.51064,0,0,13.8298,8.51064
,187,5.31429,591,98,18,-18,-20,78,0,52.1277,9.57447,-9.57447,-10.6383,41.4894,0
,188,5.34286,587,25,15,0,0,25,15,13.2979,7.97872,0,0,13.2979,7.97872
,188,5.34286,588,24,14,0,0,24,14,12.766,7.44681,0,0,12.766,7.44681
,188,5.34286,589,24,14,0,0,24,14,12.766,7.44681,0,0,12.766,7.44681
,188,5.34286,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,189,5.37143,587,23,15,0,0,23,15,12.234,7.97872,0,0,12.234,7.97872
,189,5.37143,588,22,15,0,0,22,15,11.7021,7.97872,0,0,11.7021,7.97872
,189,5.37143,589,21,14,0,0,21,14,11.1702,7.44681,0,0,11.1702,7.44681
,189,5.37143,591,98,18,-18,-20,78,0,52.1277,9.57447,-9.57447,-10.6383,41.4894,0
,190,5.4,587,20,12,0,0,20,12,10.6383,6.38298,0,0,10.6383,6.38298
,190,5.4,588,24,14,0,0,24,14,12.766,7.44681,0,0,12.766,7.44681
,190,5.4,589,26,16,0,0,26,16,13.8298,8.51064,0,0,13.8298,8.51064
,190,5.4,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,191,5.42857,587,26,16,0,0,26,16,13.8298,8.51064,0,0,13.8298,8.51064
,191,5.42857,588,25,16,0,0,25,16,13.2979,8.51064,0,0,13.2979,8.51064
,191,5.42857,589,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,191,5.42857,591,98,27,-18,-20,78,9,52.1277,14.3617,-9.57447,-10.6383,41.4894,4.78723
,192,5.45714,587,46,25,0,0,46,25,24.4681,13.2979,0,0,24.4681,13.2979
,192,5.45714,588,62,34,0,0,62,34,32.9787,18.0851,0,0,32.9787,18.0851
,192,5.45714,589,67,41,0,0,67,41,35.6383,21.8085,0,0,35.6383,21.8085
,192,5.45714,591,98,56,-18,-20,78,38,52.1277,29.7872,-9.57447,-10.6383,41.4894,20.2128
,193,5.48571,587,74,49,0,0,74,49,39.3617,26.0638,0,0,39.3617,26.0638
,193,5.48571,588,88,55,0,0,88,55,46.8085,29.2553,0,0,46.8085,29.2553
,193,5.48571,589,95,61,0,0,95,61,50.5319,32.4468,0,0,50.5319,32.4468
,193,5.48571,591,98,53,-18,-20,78,35,52.1277,28.1915,-9.57447,-10.6383,41.4894,18.617
,194,5.51429,587,91,52,0,0,91,52,48.4043,27.6596,0,0,48.4043,27.6596
,194,5.51429,588,87,48,0,0,87,48,46.2766,25.5319,0,0,46.2766,25.5319
,194,5.51429,589,77,43,0,0,77,43,40.9574,22.8723,0,0,40.9574,22.8723
,194,5.51429,591,98,33,-18,-20,78,15,52.1277,17.5532,-9.57447,-10.6383,41.4894,7.97872
,195,5.54286,587,73,38,0,0,73,38,38.8298,20.2128,0,0,38.8298,20.2128
,195,5.54286,588,57,30,0,0,57,30,30.3191,15.9574,0,0,30.3191,15.9574
,195,5.54286,589,56,28,0,0,56,28,29.7872,14.8936,0,0,29.7872,14.8936
,195,5.54286,591,98,27,-18,-20,78,9,52.1277,14.3617,-9.57447,-10.6383,41.4894,4.78723
,196,5.57143,587,48,23,0,0,48,23,25.5319,12.234,0,0,25.5319,12.234
,196,5.57143,588,47,22,0,0,47,22,25,11.7021,0,0,25,11.7021
,196,5.57143,589,49,22,0,0,49,22,26.0638,11.7021,0,0,26.0638,11.7021
,196,5.57143,591,98,29,-18,-20,78,11,52.1277,15.4255,-9.57447,-10.6383,41.4894,5.85106
,197,5.6,587,49,23,0,0,49,23,26.0638,12.234,0,0,26.0638,12.234
,197,5.6,588,46,25,0,0,46,25,24.4681,13.2979,0,0,24.4681,13.2979
,197,5.6,589,46,27,0,0,46,27,24.4681,14.3617,0,0,24.4681,14.3617
,197,5.6,591,98,31,-18,-20,78,13,52.1277,16.4894,-9.57447,-10.6383,41.4894,6.91489
,198,5.62857,587,48,29,0,0,48,29,25.5319,15.4255,0,0,25.5319,15.4255
,198,5.62857,588,47,30,0,0,47,30,25,15.9574,0,0,25,15.9574
,198,5.62857,589,46,29,0,0,46,29,24.4681,15.4255,0,0,24.4681,15.4255
,198,5.62857,591,98,32,-18,-20,78,14,52.1277,17.0213,-9.57447,-10.6383,41.4894,7.44681
,199,5.65714,587,52,30,0,0,52,30,27.6596,15.9574,0,0,27.6596,15.9574
,199,5.65714,588,53,27,0,0,53,27,28.1915,14.3617,0,0,28.1915,14.3617
,199,5.65714,589,52,28,0,0,52,28,27.6596,14.8936,0,0,27.6596,14.8936
,199,5.65714,591,98,30,-18,-20,78,12,52.1277,15.9574,-9.57447,-10.6383,41.4894,6.38298
,200,5.68571,587,51,31,0,0,51,31,27.1277,16.4894,0,0,27.1277,16.4894
,200,5.68571,588,48,27,0,0,48,27,25.5319,14.3617,0,0,25.5319,14.3617
,200,5.68571,589,46,26,0,0,46,26,24.4681,13.8298,0,0,24.4681,13.8298
,200,5.68571,591,98,25,-18,-20,78,7,52.1277,13.2979,-9.57447,-10.6383,41.4894,3.7234
,201,5.71429,587,40,23,0,0,40,23,21.2766,12.234,0,0,21.2766,12.234
,201,5.71429,588,36,21,0,0,36,21,19.1489,11.1702,0,0,19.1489,11.1702
,201,5.71429,589,29,19,0,0,29,19,15.4255,10.1064,0,0,15.4255,10.1064
,201,5.71429,591,98,26,-18,-20,78,8,52.1277,13.8298,-9.57447,-10.6383,41.4894,4.25532
,202,5.74286,587,33,20,0,0,33,20,17.5532,10.6383,0,0,17.5532,10.6383
,202,5.74286,588,40,22,0,0,40,22,21.2766,11.7021,0,0,21.2766,11.7021
,202,5.74286,589,43,26,0,0,43,26,22.8723,13.8298,0,0,22.8723,13.8298
,202,5.74286,591,98,32,-18,-20,78,14,52.1277,17.0213,-9.57447,-10.6383,41.4894,7.44681
,203,5.77143,587,45,30,0,0,45,30,23.9362,15.9574,0,0,23.9362,15.9574
,203,5.77143,588,46,29,0,0,46,29,24.4681,15.4255,0,0,24.4681,15.4255
,203,5.77143,589,44,28,0,0,44,28,23.4043,14.8936,0,0,23.4043,14.8936
,203,5.77143,591,98,28,-18,-20,78,10,52.1277,14.8936,-9.57447,-10.6383,41.4894,5.31915
,204,5.8,587,43,26,0,0,43,26,22.8723,13.8298,0,0,22.8723,13.8298
,204,5.8,588,41,25,0,0,41,25,21.8085,13.2979,0,0,21.8085,13.2979
,204,5.8,589,41,23,0,0,41,23,21.8085,12.234,0,0,21.8085,12.234
,204,5.8,591,98,26,-18,-20,78,8,52.1277,13.8298,-9.57447,-10.6383,41.4894,4.25532
,205,5.82857,587,38,23,0,0,38,23,20.2128,12.234,0,0,20.2128,12.234
,205,5.82857,588,34,21,0,0,34,21,18.0851,11.1702,0,0,18.0851,11.1702
,205,5.82857,589,35,21,0,0,35,21,18.617,11.1702,0,0,18.617,11.1702
,205,5.82857,591,98,25,-18,-20,78,7,52.1277,13.2979,-9.57447,-10.6383,41.4894,3.7234
,206,5.85714,587,36,23,0,0,36,23,19.1489,12.234,0,0,19.1489,12.234
,206,5.85714,588,34,22,0,0,34,22,18.0851,11.7021,0,0,18.0851,11.7021
,206,5.85714,589,34,23,0,0,34,23,18.0851,12.234,0,0,18.0851,12.234
,206,5.85714,591,98,23,-18,-20,78,5,52.1277,12.234,-9.57447,-10.6383,41.4894,2.65957
,207,5.88571,587,32,20,0,0,32,20,17.0213,10.6383,0,0,17.0213,10.6383
,207,5.88571,588,33,19,0,0,33,19,17.5532,10.1064,0,0,17.5532,10.1064
,207,5.88571,589,32,19,0,0,32,19,17.0213,10.1064,0,0,17.0213,10.1064
,207,5.88571,591,98,21,-18,-20,78,3,52.1277,11.1702,-9.57447,-10.6383,41.4894,1.59574
,208,5.91429,587,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,208,5.91429,588,29,17,0,0,29,17,15.4255,9.04255,0,0,15.4255,9.04255
,208,5.91429,589,29,17,0,0,29,17,15.4255,9.04255,0,0,15.4255,9.04255
,208,5.91429,591,98,21,-18,-20,78,3,52.1277,11.1702,-9.57447,-10.6383,41.4894,1.59574
,209,5.94286,587,30,19,0,0,30,19,15.9574,10.1064,0,0,15.9574,10.1064
,209,5.94286,588,30,18,0,0,30,18,15.9574,9.57447,0,0,15.9574,9.57447
,209,5.94286,589,29,17,0,0,29,17,15.4255,9.04255,0,0,15.4255,9.04255
,209,5.94286,591,98,21,-18,-20,78,3,52.1277,11.1702,-9.57447,-10.6383,41.4894,1.59574
,210,5.97143,587,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,210,5.97143,588,30,18,0,0,30,18,15.9574,9.57447,0,0,15.9574,9.57447
,210,5.97143,589,31,19,0,0,31,19,16.4894,10.1064,0,0,16.4894,10.1064
,210,5.97143,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,211,6,587,30,19,0,0,30,19,15.9574,10.1064,0,0,15.9574,10.1064
,211,6,588,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,211,6,589,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,211,6,591,98,22,-18,-20,78,4,52.1277,11.7021,-9.57447,-10.6383,41.4894,2.12766
,212,6.02857,587,30,19,0,0,30,19,15.9574,10.1064,0,0,15.9574,10.1064
,212,6.02857,588,31,20,0,0,31,20,16.4894,10.6383,0,0,16.4894,10.6383
,212,6.02857,589,31,20,0,0,31,20,16.4894,10.6383,0,0,16.4894,10.6383
,212,6.02857,591,98,23,-18,-20,78,5,52.1277,12.234,-9.57447,-10.6383,41.4894,2.65957
,213,6.05714,587,31,21,0,0,31,21,16.4894,11.1702,0,0,16.4894,11.1702
,213,6.05714,588,31,20,0,0,31,20,16.4894,10.6383,0,0,16.4894,10.6383
,213,6.05714,589,30,19,0,0,30,19,15.9574,10.1064,0,0,15.9574,10.1064
,213,6.05714,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,214,6.08571,587,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,214,6.08571,588,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,214,6.08571,589,28,17,0,0,28,17,14.8936,9.04255,0,0,14.8936,9.04255
,214,6.08571,591,98,22,-18,-20,78,4,52.1277,11.7021,-9.57447,-10.6383,41.4894,2.12766
,215,6.11429,587,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,215,6.11429,588,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,215,6.11429,589,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,215,6.11429,591,98,21,-18,-20,78,3,52.1277,11.1702,-9.57447,-10.6383,41.4894,1.59574
,216,6.14286,587,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,216,6.14286,588,27,18,0,0,27,18,14.3617,9.57447,0,0,14.3617,9.57447
,216,6.14286,589,28,17,0,0,28,17,14.8936,9.04255,0,0,14.8936,9.04255
,216,6.14286,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,217,6.17143,587,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,217,6.17143,588,26,16,0,0,26,16,13.8298,8.51064,0,0,13.8298,8.51064
,217,6.17143,589,25,16,0,0,25,16,13.2979,8.51064,0,0,13.2979,8.51064
,217,6.17143,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,218,6.2,587,28,17,0,0,28,17,14.8936,9.04255,0,0,14.8936,9.04255
,218,6.2,588,27,15,0,0,27,15,14.3617,7.97872,0,0,14.3617,7.97872
,218,6.2,589,27,15,0,0,27,15,14.3617,7.97872,0,0,14.3617,7.97872
,218,6.2,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,219,6.22857,587,27,16,0,0,27,16,14.3617,8.51064,0,0,14.3617,8.51064
,219,6.22857,588,27,17,0,0,27,17,14.3617,9.04255,0,0,14.3617,9.04255
,219,6.22857,589,26,17,0,0,26,17,13.8298,9.04255,0,0,13.8298,9.04255
,219,6.22857,591,98,18,-18,-20,78,0,52.1277,9.57447,-9.57447,-10.6383,41.4894,0
,220,6.25714,587,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,220,6.25714,588,22,16,0,0,22,16,11.7021,8.51064,0,0,11.7021,8.51064
,220,6.25714,589,22,15,0,0,22,15,11.7021,7.97872,0,0,11.7021,7.97872
,220,6.25714,591,98,17,-18,-20,78,-1,52.1277,9.04255,-9.57447,-10.6383,41.4894,-0.531915
,221,6.28571,587,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,221,6.28571,588,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,221,6.28571,589,21,13,0,0,21,13,11.1702,6.91489,0,0,11.1702,6.91489
,221,6.28571,591,98,17,-18,-20,78,-1,52.1277,9.04255,-9.57447,-10.6383,41.4894,-0.531915
,222,6.31429,587,19,12,0,0,19,12,10.1064,6.38298,0,0,10.1064,6.38298
,222,6.31429,588,21,14,0,0,21,14,11.1702,7.44681,0,0,11.1702,7.44681
,222,6.31429,589,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,222,6.31429,591,98,17,-18,-20,78,-1,52.1277,9.04255,-9.57447,-10.6383,41.4894,-0.531915
,223,6.34286,587,23,15,0,0,23,15,12.234,7.97872,0,0,12.234,7.97872
,223,6.34286,588,23,15,0,0,23,15,12.234,7.97872,0,0,12.234,7.97872
,223,6.34286,589,25,16,0,0,25,16,13.2979,8.51064,0,0,13.2979,8.51064
,223,6.34286,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,224,6.37143,587,28,17,0,0,28,17,14.8936,9.04255,0,0,14.8936,9.04255
,224,6.37143,588,31,20,0,0,31,20,16.4894,10.6383,0,0,16.4894,10.6383
,224,6.37143,589,37,23,0,0,37,23,19.6809,12.234,0,0,19.6809,12.234
,224,6.37143,591,98,47,-18,-20,78,29,52.1277,25,-9.57447,-10.6383,41.4894,15.4255
,225,6.4,587,57,32,0,0,57,32,30.3191,17.0213,0,0,30.3191,17.0213
,225,6.4,588,73,45,0,0,73,45,38.8298,23.9362,0,0,38.8298,23.9362
,225,6.4,589,83,54,0,0,83,54,44.1489,28.7234,0,0,44.1489,28.7234
,225,6.4,591,98,59,-18,-20,78,41,52.1277,31.383,-9.57447,-10.6383,41.4894,21.8085
,226,6.42857,587,89,60,0,0,89,60,47.3404,31.9149,0,0,47.3404,31.9149
,226,6.42857,588,97,63,0,0,97,63,51.5957,33.5106,0,0,51.5957,33.5106
,226,6.42857,589,90,57,0,0,90,57,47.8723,30.3191,0,0,47.8723,30.3191
,226,6.42857,591,98,44,-18,-20,78,26,52.1277,23.4043,-9.57447,-10.6383,41.4894,13.8298
,227,6.45714,587,82,43,0,0,82,43,43.617,22.8723,0,0,43.617,22.8723
,227,6.45714,588,68,35,0,0,68,35,36.1702,18.617,0,0,36.1702,18.617
,227,6.45714,589,64,31,0,0,64,31,34.0426,16.4894,0,0,34.0426,16.4894
,227,6.45714,591,98,29,-18,-20,78,11,52.1277,15.4255,-9.57447,-10.6383,41.4894,5.85106
,228,6.48571,587,57,26,0,0,57,26,30.3191,13.8298,0,0,30.3191,13.8298
,228,6.48571,588,52,25,0,0,52,25,27.6596,13.2979,0,0,27.6596,13.2979
,228,6.48571,589,50,22,0,0,50,22,26.5957,11.7021,0,0,26.5957,11.7021
,228,6.48571,591,98,24,-18,-20,78,6,52.1277,12.766,-9.57447,-10.6383,41.4894,3.19149
,229,6.51429,587,46,22,0,0,46,22,24.4681,11.7021,0,0,24.4681,11.7021
,229,6.51429,588,48,23,0,0,48,23,25.5319,12.234,0,0,25.5319,12.234
,229,6.51429,589,50,26,0,0,50,26,26.5957,13.8298,0,0,26.5957,13.8298
,229,6.51429,591,98,25,-18,-20,78,7,52.1277,13.2979,-9.57447,-10.6383,41.4894,3.7234
,230,6.54286,587,39,23,0,0,39,23,20.7447,12.234,0,0,20.7447,12.234
,230,6.54286,588,41,23,0,0,41,23,21.8085,12.234,0,0,21.8085,12.234
,230,6.54286,589,44,26,0,0,44,26,23.4043,13.8298,0,0,23.4043,13.8298
,230,6.54286,591,98,31,-18,-20,78,13,52.1277,16.4894,-9.57447,-10.6383,41.4894,6.91489
,231,6.57143,587,48,29,0,0,48,29,25.5319,15.4255,0,0,25.5319,15.4255
,231,6.57143,588,48,31,0,0,48,31,25.5319,16.4894,0,0,25.5319,16.4894
,231,6.57143,589,49,31,0,0,49,31,26.0638,16.4894,0,0,26.0638,16.4894
,231,6.57143,591,98,33,-18,-20,78,15,52.1277,17.5532,-9.57447,-10.6383,41.4894,7.97872
,232,6.6,587,50,30,0,0,50,30,26.5957,15.9574,0,0,26.5957,15.9574
,232,6.6,588,53,31,0,0,53,31,28.1915,16.4894,0,0,28.1915,16.4894
,232,6.6,589,52,30,0,0,52,30,27.6596,15.9574,0,0,27.6596,15.9574
,232,6.6,591,98,31,-18,-20,78,13,52.1277,16.4894,-9.57447,-10.6383,41.4894,6.91489
,233,6.62857,587,51,29,0,0,51,29,27.1277,15.4255,0,0,27.1277,15.4255
,233,6.62857,588,47,27,0,0,47,27,25,14.3617,0,0,25,14.3617
,233,6.62857,589,44,26,0,0,44,26,23.4043,13.8298,0,0,23.4043,13.8298
,233,6.62857,591,98,24,-18,-20,78,6,52.1277,12.766,-9.57447,-10.6383,41.4894,3.19149
,234,6.65714,587,33,20,0,0,33,20,17.5532,10.6383,0,0,17.5532,10.6383
,234,6.65714,588,31,18,0,0,31,18,16.4894,9.57447,0,0,16.4894,9.57447
,234,6.65714,589,33,18,0,0,33,18,17.5532,9.57447,0,0,17.5532,9.57447
,234,6.65714,591,98,27,-18,-20,78,9,52.1277,14.3617,-9.57447,-10.6383,41.4894,4.78723
,235,6.68571,587,36,21,0,0,36,21,19.1489,11.1702,0,0,19.1489,11.1702
,235,6.68571,588,41,25,0,0,41,25,21.8085,13.2979,0,0,21.8085,13.2979
,235,6.68571,589,42,26,0,0,42,26,22.3404,13.8298,0,0,22.3404,13.8298
,235,6.68571,591,98,28,-18,-20,78,10,52.1277,14.8936,-9.57447,-10.6383,41.4894,5.31915
,236,6.71429,587,39,25,0,0,39,25,20.7447,13.2979,0,0,20.7447,13.2979
,236,6.71429,588,41,25,0,0,41,25,21.8085,13.2979,0,0,21.8085,13.2979
,236,6.71429,589,42,25,0,0,42,25,22.3404,13.2979,0,0,22.3404,13.2979
,236,6.71429,591,98,28,-18,-20,78,10,52.1277,14.8936,-9.57447,-10.6383,41.4894,5.31915
,237,6.74286,587,41,24,0,0,41,24,21.8085,12.766,0,0,21.8085,12.766
,237,6.74286,588,42,25,0,0,42,25,22.3404,13.2979,0,0,22.3404,13.2979
,237,6.74286,589,39,25,0,0,39,25,20.7447,13.2979,0,0,20.7447,13.2979
,237,6.74286,591,98,23,-18,-20,78,5,52.1277,12.234,-9.57447,-10.6383,41.4894,2.65957
,238,6.77143,587,33,19,0,0,33,19,17.5532,10.1064,0,0,17.5532,10.1064
,238,6.77143,588,36,21,0,0,36,21,19.1489,11.1702,0,0,19.1489,11.1702
,238,6.77143,589,35,21,0,0,35,21,18.617,11.1702,0,0,18.617,11.1702
,238,6.77143,591,98,23,-18,-20,78,5,52.1277,12.234,-9.57447,-10.6383,41.4894,2.65957
,239,6.8,587,33,20,0,0,33,20,17.5532,10.6383,0,0,17.5532,10.6383
,239,6.8,588,33,20,0,0,33,20,17.5532,10.6383,0,0,17.5532,10.6383
,239,6.8,589,33,20,0,0,33,20,17.5532,10.6383,0,0,17.5532,10.6383
,239,6.8,591,98,22,-18,-20,78,4,52.1277,11.7021,-9.57447,-10.6383,41.4894,2.12766
,240,6.82857,587,30,19,0,0,30,19,15.9574,10.1064,0,0,15.9574,10.1064
,240,6.82857,588,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,240,6.82857,589,28,16,0,0,28,16,14.8936,8.51064,0,0,14.8936,8.51064
,240,6.82857,591,98,21,-18,-20,78,3,52.1277,11.1702,-9.57447,-10.6383,41.4894,1.59574
,241,6.85714,587,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,241,6.85714,588,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,241,6.85714,589,29,19,0,0,29,19,15.4255,10.1064,0,0,15.4255,10.1064
,241,6.85714,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,242,6.88571,587,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,242,6.88571,588,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,242,6.88571,589,28,17,0,0,28,17,14.8936,9.04255,0,0,14.8936,9.04255
,242,6.88571,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,243,6.91429,587,26,16,0,0,26,16,13.8298,8.51064,0,0,13.8298,8.51064
,243,6.91429,588,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,243,6.91429,589,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,243,6.91429,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,244,6.94286,587,28,17,0,0,28,17,14.8936,9.04255,0,0,14.8936,9.04255
,244,6.94286,588,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,244,6.94286,589,29,19,0,0,29,19,15.4255,10.1064,0,0,15.4255,10.1064
,244,6.94286,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
